2026-01-09 02:03:48 startup archives install
2026-01-16 14:10:26 status half-configured libperl5.34:amd64 5.34.0-3ubuntu1.5
2026-01-16 14:10:26 status installed libperl5.34:amd64 5.34.0-3ubuntu1.5
2026-01-16 14:10:26 configure libncurses-dev:amd64 6.3-2ubuntu0.1 <none>
2026-01-16 14:10:26 status unpacked libncurses-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:26 status half-configured libncurses-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:26 status installed libncurses-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:26 configure libarmadillo10:amd64 1:10.8.2+dfsg-1 <none>
2026-01-16 14:10:26 status unpacked libarmadillo10:amd64 1:10.8.2+dfsg-1
2026-01-16 14:10:26 status half-configured libarmadillo10:amd64 1:10.8.2+dfsg-1
2026-01-16 14:10:26 status installed libarmadillo10:amd64 1:10.8.2+dfsg-1
2026-01-16 14:10:26 configure libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1 <none>
2026-01-16 14:10:26 status unpacked libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status half-configured libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status installed libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 configure libarpack2-dev:amd64 3.8.0-1 <none>
2026-01-16 14:10:26 status unpacked libarpack2-dev:amd64 3.8.0-1
2026-01-16 14:10:26 status half-configured libarpack2-dev:amd64 3.8.0-1
2026-01-16 14:10:26 status installed libarpack2-dev:amd64 3.8.0-1
2026-01-16 14:10:26 configure libxdamage1:amd64 1:1.1.5-2build2 <none>
2026-01-16 14:10:26 status unpacked libxdamage1:amd64 1:1.1.5-2build2
2026-01-16 14:10:26 status half-configured libxdamage1:amd64 1:1.1.5-2build2
2026-01-16 14:10:26 status installed libxdamage1:amd64 1:1.1.5-2build2
2026-01-16 14:10:26 configure libxcb1-dev:amd64 1.14-3ubuntu3 <none>
2026-01-16 14:10:26 status unpacked libxcb1-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:26 status half-configured libxcb1-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:26 status installed libxcb1-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:26 configure libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2 <none>
2026-01-16 14:10:26 status unpacked libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:10:26 status half-configured libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:10:26 status installed libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.2
2026-01-16 14:10:26 configure libpcre2-dev:amd64 10.39-3ubuntu0.1 <none>
2026-01-16 14:10:26 status unpacked libpcre2-dev:amd64 10.39-3ubuntu0.1
2026-01-16 14:10:26 status half-configured libpcre2-dev:amd64 10.39-3ubuntu0.1
2026-01-16 14:10:26 status installed libpcre2-dev:amd64 10.39-3ubuntu0.1
2026-01-16 14:10:26 configure dconf-gsettings-backend:amd64 0.40.0-3ubuntu0.1 <none>
2026-01-16 14:10:26 status unpacked dconf-gsettings-backend:amd64 0.40.0-3ubuntu0.1
2026-01-16 14:10:26 status half-configured dconf-gsettings-backend:amd64 0.40.0-3ubuntu0.1
2026-01-16 14:10:26 status installed dconf-gsettings-backend:amd64 0.40.0-3ubuntu0.1
2026-01-16 14:10:26 configure libxrender1:amd64 1:0.9.10-1build4 <none>
2026-01-16 14:10:26 status unpacked libxrender1:amd64 1:0.9.10-1build4
2026-01-16 14:10:26 status half-configured libxrender1:amd64 1:0.9.10-1build4
2026-01-16 14:10:26 status installed libxrender1:amd64 1:0.9.10-1build4
2026-01-16 14:10:26 configure libproj25:amd64 9.3.1-1~jammy0 <none>
2026-01-16 14:10:26 status unpacked libproj25:amd64 9.3.1-1~jammy0
2026-01-16 14:10:26 status half-configured libproj25:amd64 9.3.1-1~jammy0
2026-01-16 14:10:26 status installed libproj25:amd64 9.3.1-1~jammy0
2026-01-16 14:10:26 configure bind9-libs:amd64 1:9.18.39-0ubuntu0.22.04.2 <none>
2026-01-16 14:10:26 status unpacked bind9-libs:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:26 status half-configured bind9-libs:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:26 status installed bind9-libs:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:26 configure libgbm1:amd64 23.2.1-1ubuntu3.1~22.04.3 <none>
2026-01-16 14:10:26 status unpacked libgbm1:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 status half-configured libgbm1:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 status installed libgbm1:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 configure ibverbs-providers:amd64 39.0-1 <none>
2026-01-16 14:10:26 status unpacked ibverbs-providers:amd64 39.0-1
2026-01-16 14:10:26 status half-configured ibverbs-providers:amd64 39.0-1
2026-01-16 14:10:26 status installed ibverbs-providers:amd64 39.0-1
2026-01-16 14:10:26 configure libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2 <none>
2026-01-16 14:10:26 status unpacked libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2026-01-16 14:10:26 status half-configured libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2026-01-16 14:10:26 status installed libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2.2
2026-01-16 14:10:26 configure libsm-dev:amd64 2:1.2.3-1build2 <none>
2026-01-16 14:10:26 status unpacked libsm-dev:amd64 2:1.2.3-1build2
2026-01-16 14:10:26 status half-configured libsm-dev:amd64 2:1.2.3-1build2
2026-01-16 14:10:26 status installed libsm-dev:amd64 2:1.2.3-1build2
2026-01-16 14:10:26 configure libselinux1-dev:amd64 3.3-1build2 <none>
2026-01-16 14:10:26 status unpacked libselinux1-dev:amd64 3.3-1build2
2026-01-16 14:10:26 status half-configured libselinux1-dev:amd64 3.3-1build2
2026-01-16 14:10:26 status installed libselinux1-dev:amd64 3.3-1build2
2026-01-16 14:10:26 configure libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1 <none>
2026-01-16 14:10:26 status unpacked libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:10:26 status half-configured libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:10:26 status installed libpcre3-dev:amd64 2:8.39-13ubuntu0.22.04.1
2026-01-16 14:10:26 configure libgfortran-11-dev:amd64 11.4.0-1ubuntu1~22.04.2 <none>
2026-01-16 14:10:26 status unpacked libgfortran-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:26 status half-configured libgfortran-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:26 status installed libgfortran-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:26 configure libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1 <none>
2026-01-16 14:10:26 status unpacked libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status half-configured libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status installed libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 configure openssh-client:amd64 1:8.9p1-3ubuntu0.13 <none>
2026-01-16 14:10:26 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.13
2026-01-16 14:10:26 status half-configured openssh-client:amd64 1:8.9p1-3ubuntu0.13
2026-01-16 14:10:26 status installed openssh-client:amd64 1:8.9p1-3ubuntu0.13
2026-01-16 14:10:26 configure libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2026-01-16 14:10:26 status unpacked libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:26 status half-configured libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:26 status installed libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:26 configure libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1 <none>
2026-01-16 14:10:26 status unpacked libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status half-configured libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 status installed libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1
2026-01-16 14:10:26 configure libgl1-mesa-dri:amd64 23.2.1-1ubuntu3.1~22.04.3 <none>
2026-01-16 14:10:26 status unpacked libgl1-mesa-dri:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 status half-configured libgl1-mesa-dri:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 status installed libgl1-mesa-dri:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:26 configure libheif1:amd64 1.12.0-2build1 <none>
2026-01-16 14:10:26 status unpacked libheif1:amd64 1.12.0-2build1
2026-01-16 14:10:26 status half-configured libheif1:amd64 1.12.0-2build1
2026-01-16 14:10:26 status installed libheif1:amd64 1.12.0-2build1
2026-01-16 14:10:26 configure libx11-dev:amd64 2:1.7.5-1ubuntu0.3 <none>
2026-01-16 14:10:26 status unpacked libx11-dev:amd64 2:1.7.5-1ubuntu0.3
2026-01-16 14:10:26 status half-configured libx11-dev:amd64 2:1.7.5-1ubuntu0.3
2026-01-16 14:10:26 status installed libx11-dev:amd64 2:1.7.5-1ubuntu0.3
2026-01-16 14:10:26 configure libxext6:amd64 2:1.3.4-1build1 <none>
2026-01-16 14:10:26 status unpacked libxext6:amd64 2:1.3.4-1build1
2026-01-16 14:10:26 status half-configured libxext6:amd64 2:1.3.4-1build1
2026-01-16 14:10:26 status installed libxext6:amd64 2:1.3.4-1build1
2026-01-16 14:10:26 configure libopenal1:amd64 1:1.19.1-2build3 <none>
2026-01-16 14:10:26 status unpacked libopenal1:amd64 1:1.19.1-2build3
2026-01-16 14:10:26 status half-configured libopenal1:amd64 1:1.19.1-2build3
2026-01-16 14:10:26 status installed libopenal1:amd64 1:1.19.1-2build3
2026-01-16 14:10:26 configure binutils:amd64 2.38-4ubuntu2.12 <none>
2026-01-16 14:10:26 status unpacked binutils:amd64 2.38-4ubuntu2.12
2026-01-16 14:10:26 status half-configured binutils:amd64 2.38-4ubuntu2.12
2026-01-16 14:10:26 status installed binutils:amd64 2.38-4ubuntu2.12
2026-01-16 14:10:26 configure libreadline-dev:amd64 8.1.2-1 <none>
2026-01-16 14:10:26 status unpacked libreadline-dev:amd64 8.1.2-1
2026-01-16 14:10:26 status half-configured libreadline-dev:amd64 8.1.2-1
2026-01-16 14:10:26 status installed libreadline-dev:amd64 8.1.2-1
2026-01-16 14:10:26 configure libmkl-rt:amd64 2020.4.304-2ubuntu3 <none>
2026-01-16 14:10:26 status unpacked libmkl-rt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:26 status half-configured libmkl-rt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:26 status installed libmkl-rt:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:26 configure man-db:amd64 2.10.2-1 <none>
2026-01-16 14:10:26 status unpacked man-db:amd64 2.10.2-1
2026-01-16 14:10:26 status half-configured man-db:amd64 2.10.2-1
2026-01-16 14:10:30 status installed man-db:amd64 2.10.2-1
2026-01-16 14:10:30 configure gir1.2-harfbuzz-0.0:amd64 2.7.4-1ubuntu3.2 <none>
2026-01-16 14:10:30 status unpacked gir1.2-harfbuzz-0.0:amd64 2.7.4-1ubuntu3.2
2026-01-16 14:10:30 status half-configured gir1.2-harfbuzz-0.0:amd64 2.7.4-1ubuntu3.2
2026-01-16 14:10:30 status installed gir1.2-harfbuzz-0.0:amd64 2.7.4-1ubuntu3.2
2026-01-16 14:10:30 configure libmkl-threading-dev:amd64 2020.4.304-2ubuntu3 <none>
2026-01-16 14:10:30 status unpacked libmkl-threading-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:30 status half-configured libmkl-threading-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:30 status installed libmkl-threading-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:30 configure libcairo2:amd64 1.16.0-5ubuntu2 <none>
2026-01-16 14:10:30 status unpacked libcairo2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:30 status half-configured libcairo2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:30 status installed libcairo2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:30 configure liblept5:amd64 1.82.0-3build1 <none>
2026-01-16 14:10:30 status unpacked liblept5:amd64 1.82.0-3build1
2026-01-16 14:10:30 status half-configured liblept5:amd64 1.82.0-3build1
2026-01-16 14:10:30 status installed liblept5:amd64 1.82.0-3build1
2026-01-16 14:10:30 configure libgeotiff5:amd64 1.7.1-5~jammy0 <none>
2026-01-16 14:10:30 status unpacked libgeotiff5:amd64 1.7.1-5~jammy0
2026-01-16 14:10:30 status half-configured libgeotiff5:amd64 1.7.1-5~jammy0
2026-01-16 14:10:30 status installed libgeotiff5:amd64 1.7.1-5~jammy0
2026-01-16 14:10:30 configure libxxf86vm1:amd64 1:1.1.4-1build3 <none>
2026-01-16 14:10:30 status unpacked libxxf86vm1:amd64 1:1.1.4-1build3
2026-01-16 14:10:30 status half-configured libxxf86vm1:amd64 1:1.1.4-1build3
2026-01-16 14:10:30 status installed libxxf86vm1:amd64 1:1.1.4-1build3
2026-01-16 14:10:30 configure libnuma-dev:amd64 2.0.14-3ubuntu2 <none>
2026-01-16 14:10:30 status unpacked libnuma-dev:amd64 2.0.14-3ubuntu2
2026-01-16 14:10:30 status half-configured libnuma-dev:amd64 2.0.14-3ubuntu2
2026-01-16 14:10:30 status installed libnuma-dev:amd64 2.0.14-3ubuntu2
2026-01-16 14:10:30 configure libxnvctrl0:amd64 510.47.03-0ubuntu1 <none>
2026-01-16 14:10:30 status unpacked libxnvctrl0:amd64 510.47.03-0ubuntu1
2026-01-16 14:10:30 status half-configured libxnvctrl0:amd64 510.47.03-0ubuntu1
2026-01-16 14:10:30 status installed libxnvctrl0:amd64 510.47.03-0ubuntu1
2026-01-16 14:10:30 configure libpoppler118:amd64 22.02.0-2ubuntu0.12 <none>
2026-01-16 14:10:30 status unpacked libpoppler118:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:30 status half-configured libpoppler118:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:30 status installed libpoppler118:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:30 configure libnl-route-3-dev:amd64 3.5.0-0.1 <none>
2026-01-16 14:10:30 status unpacked libnl-route-3-dev:amd64 3.5.0-0.1
2026-01-16 14:10:30 status half-configured libnl-route-3-dev:amd64 3.5.0-0.1
2026-01-16 14:10:30 status installed libnl-route-3-dev:amd64 3.5.0-0.1
2026-01-16 14:10:30 configure libxcb-shm0-dev:amd64 1.14-3ubuntu3 <none>
2026-01-16 14:10:30 status unpacked libxcb-shm0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:30 status half-configured libxcb-shm0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:30 status installed libxcb-shm0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:30 configure libopenblas-dev:amd64 0.3.20+ds-1 <none>
2026-01-16 14:10:30 status unpacked libopenblas-dev:amd64 0.3.20+ds-1
2026-01-16 14:10:30 status half-configured libopenblas-dev:amd64 0.3.20+ds-1
2026-01-16 14:10:30 status installed libopenblas-dev:amd64 0.3.20+ds-1
2026-01-16 14:10:30 configure perl:amd64 5.34.0-3ubuntu1.5 <none>
2026-01-16 14:10:30 status unpacked perl:amd64 5.34.0-3ubuntu1.5
2026-01-16 14:10:30 status half-configured perl:amd64 5.34.0-3ubuntu1.5
2026-01-16 14:10:31 status installed perl:amd64 5.34.0-3ubuntu1.5
2026-01-16 14:10:31 configure libxml2-dev:amd64 2.9.13+dfsg-1ubuntu0.10 <none>
2026-01-16 14:10:31 status unpacked libxml2-dev:amd64 2.9.13+dfsg-1ubuntu0.10
2026-01-16 14:10:31 status half-configured libxml2-dev:amd64 2.9.13+dfsg-1ubuntu0.10
2026-01-16 14:10:31 status installed libxml2-dev:amd64 2.9.13+dfsg-1ubuntu0.10
2026-01-16 14:10:31 configure libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3 <none>
2026-01-16 14:10:31 status unpacked libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 status half-configured libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 status installed libegl-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 configure libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2 <none>
2026-01-16 14:10:31 status unpacked libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status half-configured libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status installed libhdf5-hl-cpp-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 configure libexpat1-dev:amd64 2.4.7-1ubuntu0.6 <none>
2026-01-16 14:10:31 status unpacked libexpat1-dev:amd64 2.4.7-1ubuntu0.6
2026-01-16 14:10:31 status half-configured libexpat1-dev:amd64 2.4.7-1ubuntu0.6
2026-01-16 14:10:31 status installed libexpat1-dev:amd64 2.4.7-1ubuntu0.6
2026-01-16 14:10:31 configure libass9:amd64 1:0.15.2-1 <none>
2026-01-16 14:10:31 status unpacked libass9:amd64 1:0.15.2-1
2026-01-16 14:10:31 status half-configured libass9:amd64 1:0.15.2-1
2026-01-16 14:10:31 status installed libass9:amd64 1:0.15.2-1
2026-01-16 14:10:31 configure libsqlite3-dev:amd64 3.37.2-2ubuntu0.5 <none>
2026-01-16 14:10:31 status unpacked libsqlite3-dev:amd64 3.37.2-2ubuntu0.5
2026-01-16 14:10:31 status half-configured libsqlite3-dev:amd64 3.37.2-2ubuntu0.5
2026-01-16 14:10:31 status installed libsqlite3-dev:amd64 3.37.2-2ubuntu0.5
2026-01-16 14:10:31 configure libxfixes3:amd64 1:6.0.0-1 <none>
2026-01-16 14:10:31 status unpacked libxfixes3:amd64 1:6.0.0-1
2026-01-16 14:10:31 status half-configured libxfixes3:amd64 1:6.0.0-1
2026-01-16 14:10:31 status installed libxfixes3:amd64 1:6.0.0-1
2026-01-16 14:10:31 configure tcllib:all 1.20+dfsg-1 <none>
2026-01-16 14:10:31 status unpacked tcllib:all 1.20+dfsg-1
2026-01-16 14:10:31 status half-configured tcllib:all 1.20+dfsg-1
2026-01-16 14:10:31 status installed tcllib:all 1.20+dfsg-1
2026-01-16 14:10:31 configure libxerces-c-dev:amd64 3.2.3+debian-3ubuntu0.1 <none>
2026-01-16 14:10:31 status unpacked libxerces-c-dev:amd64 3.2.3+debian-3ubuntu0.1
2026-01-16 14:10:31 status half-configured libxerces-c-dev:amd64 3.2.3+debian-3ubuntu0.1
2026-01-16 14:10:31 status installed libxerces-c-dev:amd64 3.2.3+debian-3ubuntu0.1
2026-01-16 14:10:31 configure uuid-dev:amd64 2.37.2-4ubuntu3.4 <none>
2026-01-16 14:10:31 status unpacked uuid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 status half-configured uuid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 status installed uuid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 configure libspatialite8:amd64 5.1.0-1~jammy0 <none>
2026-01-16 14:10:31 status unpacked libspatialite8:amd64 5.1.0-1~jammy0
2026-01-16 14:10:31 status half-configured libspatialite8:amd64 5.1.0-1~jammy0
2026-01-16 14:10:31 status installed libspatialite8:amd64 5.1.0-1~jammy0
2026-01-16 14:10:31 configure libx265-dev:amd64 3.5-2 <none>
2026-01-16 14:10:31 status unpacked libx265-dev:amd64 3.5-2
2026-01-16 14:10:31 status half-configured libx265-dev:amd64 3.5-2
2026-01-16 14:10:31 status installed libx265-dev:amd64 3.5-2
2026-01-16 14:10:31 configure libmkl-interface-dev:amd64 2020.4.304-2ubuntu3 <none>
2026-01-16 14:10:31 status unpacked libmkl-interface-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:31 status half-configured libmkl-interface-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:31 status installed libmkl-interface-dev:amd64 2020.4.304-2ubuntu3
2026-01-16 14:10:31 configure libxinerama1:amd64 2:1.1.4-3 <none>
2026-01-16 14:10:31 status unpacked libxinerama1:amd64 2:1.1.4-3
2026-01-16 14:10:31 status half-configured libxinerama1:amd64 2:1.1.4-3
2026-01-16 14:10:31 status installed libxinerama1:amd64 2:1.1.4-3
2026-01-16 14:10:31 configure libgd3:amd64 2.3.0-2ubuntu2.3 <none>
2026-01-16 14:10:31 status unpacked libgd3:amd64 2.3.0-2ubuntu2.3
2026-01-16 14:10:31 status half-configured libgd3:amd64 2.3.0-2ubuntu2.3
2026-01-16 14:10:31 status installed libgd3:amd64 2.3.0-2ubuntu2.3
2026-01-16 14:10:31 configure comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2 <none>
2026-01-16 14:10:31 status unpacked comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:10:31 status half-configured comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:10:31 status installed comerr-dev:amd64 2.1-1.46.5-2ubuntu1.2
2026-01-16 14:10:31 configure libxv1:amd64 2:1.0.11-1build2 <none>
2026-01-16 14:10:31 status unpacked libxv1:amd64 2:1.0.11-1build2
2026-01-16 14:10:31 status half-configured libxv1:amd64 2:1.0.11-1build2
2026-01-16 14:10:31 status installed libxv1:amd64 2:1.0.11-1build2
2026-01-16 14:10:31 configure nvidia-opencl-dev:amd64 11.5.1-1ubuntu1 <none>
2026-01-16 14:10:31 status unpacked nvidia-opencl-dev:amd64 11.5.1-1ubuntu1
2026-01-16 14:10:31 status half-configured nvidia-opencl-dev:amd64 11.5.1-1ubuntu1
2026-01-16 14:10:31 status installed nvidia-opencl-dev:amd64 11.5.1-1ubuntu1
2026-01-16 14:10:31 configure libxrandr2:amd64 2:1.5.2-1build1 <none>
2026-01-16 14:10:31 status unpacked libxrandr2:amd64 2:1.5.2-1build1
2026-01-16 14:10:31 status half-configured libxrandr2:amd64 2:1.5.2-1build1
2026-01-16 14:10:31 status installed libxrandr2:amd64 2:1.5.2-1build1
2026-01-16 14:10:31 configure libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2 <none>
2026-01-16 14:10:31 status unpacked libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status half-configured libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status installed libhdf5-fortran-102:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 configure libxcb-render0-dev:amd64 1.14-3ubuntu3 <none>
2026-01-16 14:10:31 status unpacked libxcb-render0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:31 status half-configured libxcb-render0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:31 status installed libxcb-render0-dev:amd64 1.14-3ubuntu3
2026-01-16 14:10:31 configure libxt6:amd64 1:1.2.1-1 <none>
2026-01-16 14:10:31 status unpacked libxt6:amd64 1:1.2.1-1
2026-01-16 14:10:31 status half-configured libxt6:amd64 1:1.2.1-1
2026-01-16 14:10:31 status installed libxt6:amd64 1:1.2.1-1
2026-01-16 14:10:31 configure libdpkg-perl:all 1.21.1ubuntu2.6 <none>
2026-01-16 14:10:31 status unpacked libdpkg-perl:all 1.21.1ubuntu2.6
2026-01-16 14:10:31 status half-configured libdpkg-perl:all 1.21.1ubuntu2.6
2026-01-16 14:10:31 status installed libdpkg-perl:all 1.21.1ubuntu2.6
2026-01-16 14:10:31 configure libtesseract4:amd64 4.1.1-2.1build1 <none>
2026-01-16 14:10:31 status unpacked libtesseract4:amd64 4.1.1-2.1build1
2026-01-16 14:10:31 status half-configured libtesseract4:amd64 4.1.1-2.1build1
2026-01-16 14:10:31 status installed libtesseract4:amd64 4.1.1-2.1build1
2026-01-16 14:10:31 configure libtime-duration-perl:all 1.21-1 <none>
2026-01-16 14:10:31 status unpacked libtime-duration-perl:all 1.21-1
2026-01-16 14:10:31 status half-configured libtime-duration-perl:all 1.21-1
2026-01-16 14:10:31 status installed libtime-duration-perl:all 1.21-1
2026-01-16 14:10:31 configure autoconf:all 2.71-2 <none>
2026-01-16 14:10:31 status unpacked autoconf:all 2.71-2
2026-01-16 14:10:31 status half-configured autoconf:all 2.71-2
2026-01-16 14:10:31 status installed autoconf:all 2.71-2
2026-01-16 14:10:31 configure libtimedate-perl:all 2.3300-2 <none>
2026-01-16 14:10:31 status unpacked libtimedate-perl:all 2.3300-2
2026-01-16 14:10:31 status half-configured libtimedate-perl:all 2.3300-2
2026-01-16 14:10:31 status installed libtimedate-perl:all 2.3300-2
2026-01-16 14:10:31 configure libxext-dev:amd64 2:1.3.4-1build1 <none>
2026-01-16 14:10:31 status unpacked libxext-dev:amd64 2:1.3.4-1build1
2026-01-16 14:10:31 status half-configured libxext-dev:amd64 2:1.3.4-1build1
2026-01-16 14:10:31 status installed libxext-dev:amd64 2:1.3.4-1build1
2026-01-16 14:10:31 configure libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04.2 <none>
2026-01-16 14:10:31 status unpacked libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status half-configured libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status installed libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 configure libcups2:amd64 2.4.1op1-1ubuntu4.16 <none>
2026-01-16 14:10:31 status unpacked libcups2:amd64 2.4.1op1-1ubuntu4.16
2026-01-16 14:10:31 status half-configured libcups2:amd64 2.4.1op1-1ubuntu4.16
2026-01-16 14:10:31 status installed libcups2:amd64 2.4.1op1-1ubuntu4.16
2026-01-16 14:10:31 configure zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2 <none>
2026-01-16 14:10:31 status unpacked zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-16 14:10:31 status half-configured zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-16 14:10:31 status installed zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-16 14:10:31 configure libnetcdf19:amd64 1:4.8.1-1 <none>
2026-01-16 14:10:31 status unpacked libnetcdf19:amd64 1:4.8.1-1
2026-01-16 14:10:31 status half-configured libnetcdf19:amd64 1:4.8.1-1
2026-01-16 14:10:31 status installed libnetcdf19:amd64 1:4.8.1-1
2026-01-16 14:10:31 configure gcc-11:amd64 11.4.0-1ubuntu1~22.04.2 <none>
2026-01-16 14:10:31 status unpacked gcc-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status half-configured gcc-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status installed gcc-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 configure xauth:amd64 1:1.1-1build2 <none>
2026-01-16 14:10:31 status unpacked xauth:amd64 1:1.1-1build2
2026-01-16 14:10:31 status half-configured xauth:amd64 1:1.1-1build2
