2026-01-09 02:03:48 startup archives install
2026-01-16 14:10:31 status installed xauth:amd64 1:1.1-1build2
2026-01-16 14:10:31 configure libvdpau1:amd64 1.4-3build2 <none>
2026-01-16 14:10:31 status unpacked libvdpau1:amd64 1.4-3build2
2026-01-16 14:10:31 status half-configured libvdpau1:amd64 1.4-3build2
2026-01-16 14:10:31 status installed libvdpau1:amd64 1.4-3build2
2026-01-16 14:10:31 configure libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4 <none>
2026-01-16 14:10:31 status unpacked libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2026-01-16 14:10:31 status half-configured libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2026-01-16 14:10:31 status installed libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2026-01-16 14:10:31 configure libncurses5-dev:amd64 6.3-2ubuntu0.1 <none>
2026-01-16 14:10:31 status unpacked libncurses5-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:31 status half-configured libncurses5-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:31 status installed libncurses5-dev:amd64 6.3-2ubuntu0.1
2026-01-16 14:10:31 configure libegl1:amd64 1.4.0-1 <none>
2026-01-16 14:10:31 status unpacked libegl1:amd64 1.4.0-1
2026-01-16 14:10:31 status half-configured libegl1:amd64 1.4.0-1
2026-01-16 14:10:31 status installed libegl1:amd64 1.4.0-1
2026-01-16 14:10:31 configure libgdal34:amd64 3.8.4+dfsg-1~jammy0 <none>
2026-01-16 14:10:31 status unpacked libgdal34:amd64 3.8.4+dfsg-1~jammy0
2026-01-16 14:10:31 status half-configured libgdal34:amd64 3.8.4+dfsg-1~jammy0
2026-01-16 14:10:31 status installed libgdal34:amd64 3.8.4+dfsg-1~jammy0
2026-01-16 14:10:31 configure libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2 <none>
2026-01-16 14:10:31 status unpacked libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status half-configured libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 status installed libhdf5-hl-fortran-100:amd64 1.10.7+repack-4ubuntu2
2026-01-16 14:10:31 configure libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.4 <none>
2026-01-16 14:10:31 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 status installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 configure libcairo-gobject2:amd64 1.16.0-5ubuntu2 <none>
2026-01-16 14:10:31 status unpacked libcairo-gobject2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 status half-configured libcairo-gobject2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 status installed libcairo-gobject2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 configure libxss1:amd64 1:1.2.3-1build2 <none>
2026-01-16 14:10:31 status unpacked libxss1:amd64 1:1.2.3-1build2
2026-01-16 14:10:31 status half-configured libxss1:amd64 1:1.2.3-1build2
2026-01-16 14:10:31 status installed libxss1:amd64 1:1.2.3-1build2
2026-01-16 14:10:31 configure libgtk-4-common:all 4.6.9+ds-0ubuntu0.22.04.2 <none>
2026-01-16 14:10:31 status unpacked libgtk-4-common:all 4.6.9+ds-0ubuntu0.22.04.2
2026-01-16 14:10:31 status half-configured libgtk-4-common:all 4.6.9+ds-0ubuntu0.22.04.2
2026-01-16 14:10:31 status triggers-awaited libgtk-4-common:all 4.6.9+ds-0ubuntu0.22.04.2
2026-01-16 14:10:31 configure libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2026-01-16 14:10:31 status unpacked libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status half-configured libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status installed libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 configure libjpeg8-dev:amd64 8c-2ubuntu10 <none>
2026-01-16 14:10:31 status unpacked libjpeg8-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:31 status half-configured libjpeg8-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:31 status installed libjpeg8-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:31 configure libva-x11-2:amd64 2.14.0-1 <none>
2026-01-16 14:10:31 status unpacked libva-x11-2:amd64 2.14.0-1
2026-01-16 14:10:31 status half-configured libva-x11-2:amd64 2.14.0-1
2026-01-16 14:10:31 status installed libva-x11-2:amd64 2.14.0-1
2026-01-16 14:10:31 configure bind9-host:amd64 1:9.18.39-0ubuntu0.22.04.2 <none>
2026-01-16 14:10:31 status unpacked bind9-host:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:31 status half-configured bind9-host:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:31 status installed bind9-host:amd64 1:9.18.39-0ubuntu0.22.04.2
2026-01-16 14:10:31 configure mailcap:all 3.70+nmu1ubuntu1 <none>
2026-01-16 14:10:31 status unpacked mailcap:all 3.70+nmu1ubuntu1
2026-01-16 14:10:31 status half-configured mailcap:all 3.70+nmu1ubuntu1
2026-01-16 14:10:31 status installed mailcap:all 3.70+nmu1ubuntu1
2026-01-16 14:10:31 configure libxrender-dev:amd64 1:0.9.10-1build4 <none>
2026-01-16 14:10:31 status unpacked libxrender-dev:amd64 1:0.9.10-1build4
2026-01-16 14:10:31 status half-configured libxrender-dev:amd64 1:0.9.10-1build4
2026-01-16 14:10:31 status installed libxrender-dev:amd64 1:0.9.10-1build4
2026-01-16 14:10:31 configure libmysqlclient-dev:amd64 8.0.44-0ubuntu0.22.04.2 <none>
2026-01-16 14:10:31 status unpacked libmysqlclient-dev:amd64 8.0.44-0ubuntu0.22.04.2
2026-01-16 14:10:31 status half-configured libmysqlclient-dev:amd64 8.0.44-0ubuntu0.22.04.2
2026-01-16 14:10:31 status installed libmysqlclient-dev:amd64 8.0.44-0ubuntu0.22.04.2
2026-01-16 14:10:31 configure libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2026-01-16 14:10:31 status unpacked libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status half-configured libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status installed libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 configure krb5-multidev:amd64 1.19.2-2ubuntu0.7 <none>
2026-01-16 14:10:31 status unpacked krb5-multidev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:31 status half-configured krb5-multidev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:31 status installed krb5-multidev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:31 configure automake:all 1:1.16.5-1.3 <none>
2026-01-16 14:10:31 status unpacked automake:all 1:1.16.5-1.3
2026-01-16 14:10:31 status half-configured automake:all 1:1.16.5-1.3
2026-01-16 14:10:31 status installed automake:all 1:1.16.5-1.3
2026-01-16 14:10:31 configure default-libmysqlclient-dev:amd64 1.0.8 <none>
2026-01-16 14:10:31 status unpacked default-libmysqlclient-dev:amd64 1.0.8
2026-01-16 14:10:31 status half-configured default-libmysqlclient-dev:amd64 1.0.8
2026-01-16 14:10:31 status installed default-libmysqlclient-dev:amd64 1.0.8
2026-01-16 14:10:31 configure libpoppler-dev:amd64 22.02.0-2ubuntu0.12 <none>
2026-01-16 14:10:31 status unpacked libpoppler-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:31 status half-configured libpoppler-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:31 status installed libpoppler-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:31 configure libcairo-script-interpreter2:amd64 1.16.0-5ubuntu2 <none>
2026-01-16 14:10:31 status unpacked libcairo-script-interpreter2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 status half-configured libcairo-script-interpreter2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 status installed libcairo-script-interpreter2:amd64 1.16.0-5ubuntu2
2026-01-16 14:10:31 configure librdmacm1:amd64 39.0-1 <none>
2026-01-16 14:10:31 status unpacked librdmacm1:amd64 39.0-1
2026-01-16 14:10:31 status half-configured librdmacm1:amd64 39.0-1
2026-01-16 14:10:31 status installed librdmacm1:amd64 39.0-1
2026-01-16 14:10:31 configure libblkid-dev:amd64 2.37.2-4ubuntu3.4 <none>
2026-01-16 14:10:31 status unpacked libblkid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 status half-configured libblkid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 status installed libblkid-dev:amd64 2.37.2-4ubuntu3.4
2026-01-16 14:10:31 configure gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.2 <none>
2026-01-16 14:10:31 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.2
2026-01-16 14:10:31 status half-configured gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.2
2026-01-16 14:10:31 status installed gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.2
2026-01-16 14:10:31 configure libucx0:amd64 1.12.1~rc2-1 <none>
2026-01-16 14:10:31 status unpacked libucx0:amd64 1.12.1~rc2-1
2026-01-16 14:10:31 status half-configured libucx0:amd64 1.12.1~rc2-1
2026-01-16 14:10:31 status installed libucx0:amd64 1.12.1~rc2-1
2026-01-16 14:10:31 configure libxft2:amd64 2.3.4-1 <none>
2026-01-16 14:10:31 status unpacked libxft2:amd64 2.3.4-1
2026-01-16 14:10:31 status half-configured libxft2:amd64 2.3.4-1
2026-01-16 14:10:31 status installed libxft2:amd64 2.3.4-1
2026-01-16 14:10:31 configure libxmu6:amd64 2:1.1.3-3 <none>
2026-01-16 14:10:31 status unpacked libxmu6:amd64 2:1.1.3-3
2026-01-16 14:10:31 status half-configured libxmu6:amd64 2:1.1.3-3
2026-01-16 14:10:31 status installed libxmu6:amd64 2:1.1.3-3
2026-01-16 14:10:31 configure libboost1.74-dev:amd64 1.74.0-14ubuntu3 <none>
2026-01-16 14:10:31 status unpacked libboost1.74-dev:amd64 1.74.0-14ubuntu3
2026-01-16 14:10:31 status half-configured libboost1.74-dev:amd64 1.74.0-14ubuntu3
2026-01-16 14:10:31 status installed libboost1.74-dev:amd64 1.74.0-14ubuntu3
2026-01-16 14:10:31 configure google-perftools:all 2.9.1-0ubuntu3 <none>
2026-01-16 14:10:31 status unpacked google-perftools:all 2.9.1-0ubuntu3
2026-01-16 14:10:31 status half-configured google-perftools:all 2.9.1-0ubuntu3
2026-01-16 14:10:31 status installed google-perftools:all 2.9.1-0ubuntu3
2026-01-16 14:10:31 configure libglx-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3 <none>
2026-01-16 14:10:31 status unpacked libglx-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 status half-configured libglx-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 status installed libglx-mesa0:amd64 23.2.1-1ubuntu3.1~22.04.3
2026-01-16 14:10:31 configure mime-support:all 3.66 <none>
2026-01-16 14:10:31 status unpacked mime-support:all 3.66
2026-01-16 14:10:31 status half-configured mime-support:all 3.66
2026-01-16 14:10:31 status installed mime-support:all 3.66
2026-01-16 14:10:31 configure libpython3.12-stdlib:amd64 3.12.12-1+jammy1 <none>
2026-01-16 14:10:31 status unpacked libpython3.12-stdlib:amd64 3.12.12-1+jammy1
2026-01-16 14:10:31 status half-configured libpython3.12-stdlib:amd64 3.12.12-1+jammy1
2026-01-16 14:10:31 status installed libpython3.12-stdlib:amd64 3.12.12-1+jammy1
2026-01-16 14:10:31 configure libpangoxft-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2026-01-16 14:10:31 status unpacked libpangoxft-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status half-configured libpangoxft-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 status installed libpangoxft-1.0-0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:31 configure libxi6:amd64 2:1.8-1build1 <none>
2026-01-16 14:10:31 status unpacked libxi6:amd64 2:1.8-1build1
2026-01-16 14:10:31 status half-configured libxi6:amd64 2:1.8-1build1
2026-01-16 14:10:31 status installed libxi6:amd64 2:1.8-1build1
2026-01-16 14:10:31 configure libglx0:amd64 1.4.0-1 <none>
2026-01-16 14:10:31 status unpacked libglx0:amd64 1.4.0-1
2026-01-16 14:10:31 status half-configured libglx0:amd64 1.4.0-1
2026-01-16 14:10:31 status installed libglx0:amd64 1.4.0-1
2026-01-16 14:10:31 configure gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.4 <none>
2026-01-16 14:10:31 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 status half-configured gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 status installed gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.4
2026-01-16 14:10:31 configure libio-pty-perl:amd64 1:1.15-2build2 <none>
2026-01-16 14:10:31 status unpacked libio-pty-perl:amd64 1:1.15-2build2
2026-01-16 14:10:31 status half-configured libio-pty-perl:amd64 1:1.15-2build2
2026-01-16 14:10:31 status installed libio-pty-perl:amd64 1:1.15-2build2
2026-01-16 14:10:31 configure libsphinxbase3:amd64 0.8+5prealpha+1-13build1 <none>
2026-01-16 14:10:31 status unpacked libsphinxbase3:amd64 0.8+5prealpha+1-13build1
2026-01-16 14:10:31 status half-configured libsphinxbase3:amd64 0.8+5prealpha+1-13build1
2026-01-16 14:10:31 status installed libsphinxbase3:amd64 0.8+5prealpha+1-13build1
2026-01-16 14:10:31 configure g++-11:amd64 11.4.0-1ubuntu1~22.04.2 <none>
2026-01-16 14:10:31 status unpacked g++-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status half-configured g++-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 status installed g++-11:amd64 11.4.0-1ubuntu1~22.04.2
2026-01-16 14:10:31 configure libfreexl-dev:amd64 2.0.0-1~jammy0 <none>
2026-01-16 14:10:31 status unpacked libfreexl-dev:amd64 2.0.0-1~jammy0
2026-01-16 14:10:31 status half-configured libfreexl-dev:amd64 2.0.0-1~jammy0
2026-01-16 14:10:31 status installed libfreexl-dev:amd64 2.0.0-1~jammy0
2026-01-16 14:10:31 configure libtk8.6:amd64 8.6.12-1build1 <none>
2026-01-16 14:10:31 status unpacked libtk8.6:amd64 8.6.12-1build1
2026-01-16 14:10:31 status half-configured libtk8.6:amd64 8.6.12-1build1
2026-01-16 14:10:31 status installed libtk8.6:amd64 8.6.12-1build1
2026-01-16 14:10:31 configure python3.12:amd64 3.12.12-1+jammy1 <none>
2026-01-16 14:10:31 status unpacked python3.12:amd64 3.12.12-1+jammy1
2026-01-16 14:10:31 status half-configured python3.12:amd64 3.12.12-1+jammy1
2026-01-16 14:10:33 status installed python3.12:amd64 3.12.12-1+jammy1
2026-01-16 14:10:33 configure libxcursor1:amd64 1:1.2.0-2build4 <none>
2026-01-16 14:10:33 status unpacked libxcursor1:amd64 1:1.2.0-2build4
2026-01-16 14:10:33 status half-configured libxcursor1:amd64 1:1.2.0-2build4
2026-01-16 14:10:33 status installed libxcursor1:amd64 1:1.2.0-2build4
2026-01-16 14:10:33 configure libpoppler-private-dev:amd64 22.02.0-2ubuntu0.12 <none>
2026-01-16 14:10:33 status unpacked libpoppler-private-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:33 status half-configured libpoppler-private-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:33 status installed libpoppler-private-dev:amd64 22.02.0-2ubuntu0.12
2026-01-16 14:10:33 configure libpng-dev:amd64 1.6.37-3ubuntu0.3 <none>
2026-01-16 14:10:33 status unpacked libpng-dev:amd64 1.6.37-3ubuntu0.3
2026-01-16 14:10:33 status half-configured libpng-dev:amd64 1.6.37-3ubuntu0.3
2026-01-16 14:10:33 status installed libpng-dev:amd64 1.6.37-3ubuntu0.3
2026-01-16 14:10:33 configure python3.12-tk:amd64 3.12.12-1+jammy1 <none>
2026-01-16 14:10:33 status unpacked python3.12-tk:amd64 3.12.12-1+jammy1
2026-01-16 14:10:33 status half-configured python3.12-tk:amd64 3.12.12-1+jammy1
2026-01-16 14:10:33 status installed python3.12-tk:amd64 3.12.12-1+jammy1
2026-01-16 14:10:33 configure libjpeg-dev:amd64 8c-2ubuntu10 <none>
2026-01-16 14:10:33 status unpacked libjpeg-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:33 status half-configured libjpeg-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:33 status installed libjpeg-dev:amd64 8c-2ubuntu10
2026-01-16 14:10:33 configure libnorm-dev:amd64 1.5.9+dfsg-2 <none>
2026-01-16 14:10:33 status unpacked libnorm-dev:amd64 1.5.9+dfsg-2
2026-01-16 14:10:33 status half-configured libnorm-dev:amd64 1.5.9+dfsg-2
2026-01-16 14:10:33 status installed libnorm-dev:amd64 1.5.9+dfsg-2
2026-01-16 14:10:33 configure libheif-dev:amd64 1.12.0-2build1 <none>
2026-01-16 14:10:33 status unpacked libheif-dev:amd64 1.12.0-2build1
2026-01-16 14:10:34 status half-configured libheif-dev:amd64 1.12.0-2build1
2026-01-16 14:10:34 status installed libheif-dev:amd64 1.12.0-2build1
2026-01-16 14:10:34 configure rename:all 1.30-1 <none>
2026-01-16 14:10:34 status unpacked rename:all 1.30-1
2026-01-16 14:10:34 status half-configured rename:all 1.30-1
2026-01-16 14:10:34 status installed rename:all 1.30-1
2026-01-16 14:10:34 configure libapt-pkg-dev:amd64 2.4.14 <none>
2026-01-16 14:10:34 status unpacked libapt-pkg-dev:amd64 2.4.14
2026-01-16 14:10:34 status half-configured libapt-pkg-dev:amd64 2.4.14
2026-01-16 14:10:34 status installed libapt-pkg-dev:amd64 2.4.14
2026-01-16 14:10:34 configure libxaw7:amd64 2:1.0.14-1 <none>
2026-01-16 14:10:34 status unpacked libxaw7:amd64 2:1.0.14-1
2026-01-16 14:10:34 status half-configured libxaw7:amd64 2:1.0.14-1
2026-01-16 14:10:34 status installed libxaw7:amd64 2:1.0.14-1
2026-01-16 14:10:34 configure libibverbs-dev:amd64 39.0-1 <none>
2026-01-16 14:10:34 status unpacked libibverbs-dev:amd64 39.0-1
2026-01-16 14:10:34 status half-configured libibverbs-dev:amd64 39.0-1
2026-01-16 14:10:34 status installed libibverbs-dev:amd64 39.0-1
2026-01-16 14:10:34 configure libxss-dev:amd64 1:1.2.3-1build2 <none>
2026-01-16 14:10:34 status unpacked libxss-dev:amd64 1:1.2.3-1build2
2026-01-16 14:10:34 status half-configured libxss-dev:amd64 1:1.2.3-1build2
2026-01-16 14:10:34 status installed libxss-dev:amd64 1:1.2.3-1build2
2026-01-16 14:10:34 configure libhwloc-plugins:amd64 2.7.0-2ubuntu1 <none>
2026-01-16 14:10:34 status unpacked libhwloc-plugins:amd64 2.7.0-2ubuntu1
2026-01-16 14:10:34 status half-configured libhwloc-plugins:amd64 2.7.0-2ubuntu1
2026-01-16 14:10:34 status installed libhwloc-plugins:amd64 2.7.0-2ubuntu1
2026-01-16 14:10:34 configure libavutil56:amd64 7:4.4.2-0ubuntu0.22.04.1 <none>
2026-01-16 14:10:34 status unpacked libavutil56:amd64 7:4.4.2-0ubuntu0.22.04.1
2026-01-16 14:10:34 status half-configured libavutil56:amd64 7:4.4.2-0ubuntu0.22.04.1
2026-01-16 14:10:34 status installed libavutil56:amd64 7:4.4.2-0ubuntu0.22.04.1
2026-01-16 14:10:34 configure gcc:amd64 4:11.2.0-1ubuntu1 <none>
2026-01-16 14:10:34 status unpacked gcc:amd64 4:11.2.0-1ubuntu1
2026-01-16 14:10:34 status half-configured gcc:amd64 4:11.2.0-1ubuntu1
2026-01-16 14:10:34 status installed gcc:amd64 4:11.2.0-1ubuntu1
2026-01-16 14:10:34 configure dpkg-dev:all 1.21.1ubuntu2.6 <none>
2026-01-16 14:10:34 status unpacked dpkg-dev:all 1.21.1ubuntu2.6
2026-01-16 14:10:34 status half-configured dpkg-dev:all 1.21.1ubuntu2.6
2026-01-16 14:10:34 status installed dpkg-dev:all 1.21.1ubuntu2.6
2026-01-16 14:10:34 configure pkgconf:amd64 1.8.0-1 <none>
2026-01-16 14:10:34 status unpacked pkgconf:amd64 1.8.0-1
2026-01-16 14:10:34 status half-configured pkgconf:amd64 1.8.0-1
2026-01-16 14:10:34 status installed pkgconf:amd64 1.8.0-1
2026-01-16 14:10:34 configure libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3 <none>
2026-01-16 14:10:34 status unpacked libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:10:34 status half-configured libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:10:34 status installed libfreetype-dev:amd64 2.11.1+dfsg-1ubuntu0.3
2026-01-16 14:10:34 configure librsvg2-2:amd64 2.52.5+dfsg-3ubuntu0.2 <none>
2026-01-16 14:10:34 status unpacked librsvg2-2:amd64 2.52.5+dfsg-3ubuntu0.2
2026-01-16 14:10:34 status half-configured librsvg2-2:amd64 2.52.5+dfsg-3ubuntu0.2
2026-01-16 14:10:34 status installed librsvg2-2:amd64 2.52.5+dfsg-3ubuntu0.2
2026-01-16 14:10:34 configure liberror-perl:all 0.17029-1 <none>
2026-01-16 14:10:34 status unpacked liberror-perl:all 0.17029-1
2026-01-16 14:10:34 status half-configured liberror-perl:all 0.17029-1
2026-01-16 14:10:34 status installed liberror-perl:all 0.17029-1
2026-01-16 14:10:34 configure libpocketsphinx3:amd64 0.8.0+real5prealpha+1-14ubuntu1 <none>
2026-01-16 14:10:34 status unpacked libpocketsphinx3:amd64 0.8.0+real5prealpha+1-14ubuntu1
2026-01-16 14:10:34 status half-configured libpocketsphinx3:amd64 0.8.0+real5prealpha+1-14ubuntu1
2026-01-16 14:10:34 status installed libpocketsphinx3:amd64 0.8.0+real5prealpha+1-14ubuntu1
2026-01-16 14:10:34 configure libkrb5-dev:amd64 1.19.2-2ubuntu0.7 <none>
2026-01-16 14:10:34 status unpacked libkrb5-dev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:34 status half-configured libkrb5-dev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:34 status installed libkrb5-dev:amd64 1.19.2-2ubuntu0.7
2026-01-16 14:10:34 configure libltdl-dev:amd64 2.4.6-15build2 <none>
2026-01-16 14:10:34 status unpacked libltdl-dev:amd64 2.4.6-15build2
2026-01-16 14:10:34 status half-configured libltdl-dev:amd64 2.4.6-15build2
2026-01-16 14:10:34 status installed libltdl-dev:amd64 2.4.6-15build2
2026-01-16 14:10:34 configure gir1.2-pango-1.0:amd64 1.50.6+ds-2ubuntu1 <none>
2026-01-16 14:10:34 status unpacked gir1.2-pango-1.0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:34 status half-configured gir1.2-pango-1.0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:34 status installed gir1.2-pango-1.0:amd64 1.50.6+ds-2ubuntu1
2026-01-16 14:10:34 configure libgl1:amd64 1.4.0-1 <none>
2026-01-16 14:10:34 status unpacked libgl1:amd64 1.4.0-1
2026-01-16 14:10:34 status half-configured libgl1:amd64 1.4.0-1
2026-01-16 14:10:34 status installed libgl1:amd64 1.4.0-1
2026-01-16 14:10:34 configure tesseract-ocr:amd64 4.1.1-2.1build1 <none>
2026-01-16 14:10:34 status unpacked tesseract-ocr:amd64 4.1.1-2.1build1
2026-01-16 14:10:34 status half-configured tesseract-ocr:amd64 4.1.1-2.1build1
2026-01-16 14:10:34 status installed tesseract-ocr:amd64 4.1.1-2.1build1
2026-01-16 14:10:34 configure libtiff-dev:amd64 4.3.0-6ubuntu0.12 <none>
2026-01-16 14:10:34 status unpacked libtiff-dev:amd64 4.3.0-6ubuntu0.12
2026-01-16 14:10:34 status half-configured libtiff-dev:amd64 4.3.0-6ubuntu0.12
2026-01-16 14:10:34 status installed libtiff-dev:amd64 4.3.0-6ubuntu0.12
2026-01-16 14:10:34 configure libsndfile1-dev:amd64 1.0.31-2ubuntu0.2 <none>
2026-01-16 14:10:34 status unpacked libsndfile1-dev:amd64 1.0.31-2ubuntu0.2
2026-01-16 14:10:34 status half-configured libsndfile1-dev:amd64 1.0.31-2ubuntu0.2
2026-01-16 14:10:34 status installed libsndfile1-dev:amd64 1.0.31-2ubuntu0.2
2026-01-16 14:10:34 configure r-base-core:amd64 4.5.2-1.2204.0 <none>
2026-01-16 14:10:34 status unpacked r-base-core:amd64 4.5.2-1.2204.0
